65,165,165,165,165,168,168,168,168,168,168,168,169,169,169,169,169,169,169,169,170,170,170,170,170,170,171,171,171,171,172,172,172,172,172,172,172,65,
66,36,36,36,36,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,38,38,38,38,38,38,38,66,
67,36,36,36,36,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,38,38,38,38,38,38,38,67,
68,44,44,44,44,45,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,47,47,47,47,48,48,48,48,48,48,48,68,
69,154,154,154,154,159,159,159,159,159,159,159,165,165,165,165,165,165,165,165,165,165,165,165,165,165,166,166,166,166,167,167,167,167,167,167,167,69,
70,60,60,60,60,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,63,63,63,63,64,64,64,64,64,64,64,70,
71,197,197,198,198,201,201,201,202,202,202,202,202,202,202,202,202,202,206,202,229,229,195,195,195,195,197,198,197,197,198,198,197,197,197,197,197,71,
72,44,44,44,44,45,44,44,44,44,44,44,44,44,44,44,44,44,44,44,63,63,44,44,44,44,47,47,47,47,48,48,48,48,48,48,48,72,
73,58,58,58,58,59,58,58,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,65,66,66,66,67,67,67,67,67,67,67,73,
74,123,123,123,123,126,125,125,125,125,125,125,132,132,132,132,132,132,132,132,133,133,133,133,133,133,134,134,134,134,135,135,135,135,135,135,135,74,
75,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,66,66,66,66,66,66,66,66,66,67,67,67,67,67,67,67,75,
76,82,82,82,82,85,85,85,85,85,85,85,85,85,85,85,85,85,90,85,86,86,86,86,86,86,91,91,91,91,92,92,92,92,92,92,92,76,
77,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,71,71,71,71,71,71,71,71,71,71,71,77,
78,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,32,31,31,31,31,31,31,31,31,31,31,78,
79,110,110,110,110,114,113,113,113,113,113,113,114,114,114,114,114,114,114,114,114,114,114,114,114,114,115,114,115,115,114,114,114,114,114,114,114,79,
80,61,61,61,61,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,65,65,65,65,65,65,65,65,65,65,80,
81,118,118,118,118,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,153,153,126,126,126,126,128,128,128,128,129,129,129,129,129,129,129,81,
82,35,35,35,35,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,39,38,38,38,38,38,38,38,38,38,38,82,
83,105,105,105,105,97,97,97,97,97,97,97,97,97,87,87,87,87,87,87,89,89,89,89,89,89,100,100,100,100,100,100,100,105,105,105,105,83,
84,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,45,45,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,84,
85,65,65,65,65,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,104,104,67,67,67,67,67,67,67,67,68,68,68,68,68,68,68,85,
86,44,44,44,44,44,44,44,44,44,44,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,86,
87,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,,
88,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,88,
89,150,150,151,151,150,150,150,150,150,150,150,149,150,150,150,150,150,150,150,147,147,147,147,150,150,156,156,159,159,159,159,159,159,159,159,159,89,
90,20,20,20,20,20,20,20,20,20,20,20,70,78,78,78,78,78,78,78,97,97,75,75,75,75,78,78,78,78,78,78,78,78,78,78,78,90,
91,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,56,56,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,,
92,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,92,
93,44,44,44,44,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,48,48,48,48,48,48,49,49,50,50,50,50,50,50,50,50,50,93,
94,135,135,135,135,136,136,136,138,138,138,138,138,138,138,138,138,138,138,138,154,154,132,132,132,132,135,136,137,137,137,137,136,136,136,136,136,94,
95,50,50,50,50,52,52,52,54,54,54,54,54,54,54,54,54,54,54,54,55,55,43,43,43,43,43,43,17,17,17,17,17,17,17,17,17,95,
96,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,96,
97,67,67,67,67,69,69,69,69,69,69,69,70,70,70,70,70,70,70,70,106,106,72,72,72,72,76,76,76,76,76,76,76,76,76,76,76,97,
98,35,35,35,35,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,75,75,41,41,41,41,42,42,42,42,42,42,42,42,42,42,42,98,
99,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,99,
100,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,100,
101,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,101,
102,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,102,
103,28,28,28,28,28,28,28,28,28,28,28,49,49,49,49,49,49,49,49,70,70,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,103,
104,103,103,103,103,106,105,105,105,105,105,105,111,111,111,111,111,111,111,111,112,112,112,112,112,112,113,113,113,113,114,114,114,114,114,114,114,104,
105,54,54,54,54,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,59,59,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,105,
106,53,53,53,53,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,59,59,59,59,59,59,60,60,60,60,60,60,60,60,60,60,60,106,
107,111,111,112,112,101,101,101,101,101,101,101,100,101,101,101,101,101,101,101,92,92,92,92,92,92,95,95,97,97,97,97,97,97,97,98,98,107,
108,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,108,
109,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,109,
110,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,110,
111,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,111,
112,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,112,
113,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,113,
114,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,9,9,9,9,9,9,9,9,9,9,9,9,9,114,
115,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,72,72,72,72,72,72,72,72,72,72,72,115,
116,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,116,
117,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,117,
118,14,14,14,14,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,54,54,17,17,17,17,23,23,23,23,23,23,23,23,23,23,23,118,
119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,119,
120,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,120,
121,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,121,
122,43,43,43,43,46,46,46,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,122,
123,159,159,159,159,161,161,161,161,161,161,161,169,169,168,168,168,168,168,168,194,194,168,168,168,168,171,172,172,172,173,174,174,174,174,174,174,123,
124,41,41,41,41,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,102,102,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,124,
125,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,125,
126,53,53,53,53,53,53,53,53,53,53,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,126,
127,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,80,80,49,49,49,49,49,49,49,49,49,50,50,50,50,50,50,127,
128,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,128,
129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,129,
130,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,15,15,15,15,15,15,15,15,130,
131,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,86,86,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,131,
132,21,21,21,21,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,22,22,22,22,22,22,26,27,27,27,27,27,27,27,27,28,28,132,
133,61,61,61,61,62,62,62,62,62,62,62,62,63,63,63,63,63,63,63,64,64,64,64,64,64,67,67,67,67,67,67,67,67,67,68,68,133,
134,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,134,
135,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,135,
136,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,136,
137,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,29,29,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,137,
138,65,65,65,65,65,65,65,66,66,66,66,67,67,67,67,67,67,70,70,96,96,67,67,67,67,67,67,67,67,65,65,65,70,70,70,70,138,
139,47,47,47,47,50,50,50,57,57,57,57,57,57,57,57,57,57,57,57,75,75,59,59,59,59,60,61,61,61,61,61,61,61,61,61,61,139,
140,49,49,49,49,71,71,71,73,73,73,73,73,73,73,73,73,73,73,73,75,75,75,75,75,75,91,91,91,91,91,91,91,96,96,96,96,140,
141,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,53,53,53,53,53,53,53,53,53,141,
142,98,98,99,99,102,102,102,102,102,102,102,102,103,103,103,103,103,103,103,100,100,94,94,94,94,97,97,98,98,98,98,98,98,98,99,99,142,
143,41,41,41,41,40,40,40,40,40,40,40,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,143,
144,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,144,
145,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,145,
146,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,67,67,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,146,
147,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,147,
148,47,47,47,47,58,58,58,58,58,58,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,70,70,70,70,70,70,70,70,70,70,70,148,
149,27,27,27,27,29,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,31,31,31,31,31,31,31,31,31,31,31,149,
150,55,55,55,55,56,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,58,58,58,58,58,58,58,58,58,58,58,150,
151,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,151,
152,55,55,55,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,58,58,58,58,58,58,58,58,58,58,58,152,
153,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,82,82,50,50,50,50,50,50,51,51,51,51,51,51,51,51,51,153,
154,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,154,
155,40,40,40,40,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,42,42,42,42,43,43,63,63,63,63,62,62,62,63,63,155,
156,44,44,44,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,46,46,46,46,48,48,68,68,68,68,67,67,67,68,68,156,
157,23,23,23,23,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,157,
158,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,158,
159,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,159,
160,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,160,
161,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,161,
162,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,162,
163,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,163,
164,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,164,
165,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,165,
166,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,166,
167,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,167,
168,7,7,7,7,7,7,7,7,7,7,7,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,168,
169,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,169,
170,43,43,43,43,45,45,45,45,45,45,45,45,45,45,45,45,45,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,170,
171,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,171,
172,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,172,
173,43,43,43,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,106,106,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,173,
174,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,32,32,174,
175,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,55,55,37,37,37,37,37,37,38,38,38,38,38,38,38,38,38,175,
176,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,176,
177,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,90,90,90,90,90,90,90,90,90,90,90,177,
178,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,178,
179,29,29,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,179,
180,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,180,
181,19,19,19,19,53,53,53,54,54,54,54,55,55,55,55,55,55,55,55,77,77,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,181,
182,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,75,75,75,75,75,75,76,76,76,76,76,76,76,76,76,76,76,182,
